"s","p","o","lang"
"http://lariojaturismo.gnoss.com/items/TouristService_6b29adab-9a20-4ce0-98c5-88ddb73fba93_dbfe4fe8-60cb-48d5-9a80-136dad7a401f","http://protege.stanford.edu/rdf/HTOv4002#longDescription","<spam>941 250 144</spam>","es"
"http://lariojaturismo.gnoss.com/items/TouristService_0a00e0ac-ef07-41a6-8af2-343526dc5e97_0145c78e-9a0f-4367-b896-316f4e1dc049","http://www.eharmonise/2014-03-12#activity","http://lariojaturismo.gnoss.com/items/activityType_2",
"http://lariojaturismo.gnoss.com/items/TouristService_0a00e0ac-ef07-41a6-8af2-343526dc5e97_0145c78e-9a0f-4367-b896-316f4e1dc049","http://www.eharmonise/2014-03-12#activity","http://lariojaturismo.gnoss.com/items/activityType_3",
"http://lariojaturismo.gnoss.com/items/TouristService_0a00e0ac-ef07-41a6-8af2-343526dc5e97_0145c78e-9a0f-4367-b896-316f4e1dc049","http://www.eharmonise/2014-03-12#activity","http://lariojaturismo.gnoss.com/items/activityType_4",
"http://lariojaturismo.gnoss.com/items/TouristService_1689c473-813f-43b9-8c78-6a8433e9c88e_0f5b3cc5-ecf8-42d1-a383-12e652d2530b","http://www.eharmonise/2014-03-12#activity","http://lariojaturismo.gnoss.com/items/activityType_1",
"http://lariojaturismo.gnoss.com/items/TouristService_23924bc2-631a-4a3f-8170-d2788ff29642_9ef28bf9-441b-4fdd-9bd3-475b52385163","http://www.eharmonise/2014-03-12#activity","http://lariojaturismo.gnoss.com/items/activityType_4",
"http://lariojaturismo.gnoss.com/items/TouristService_27df85fc-2ccb-44eb-b81e-7f385855e3a5_bcc7c9f9-7fdf-4aff-906c-060b97436874","http://www.eharmonise/2014-03-12#activity","http://lariojaturismo.gnoss.com/items/activityType_1",
"http://lariojaturismo.gnoss.com/items/TouristService_27df85fc-2ccb-44eb-b81e-7f385855e3a5_bcc7c9f9-7fdf-4aff-906c-060b97436874","http://www.eharmonise/2014-03-12#activity","http://lariojaturismo.gnoss.com/items/activityType_2",
"http://lariojaturismo.gnoss.com/items/TouristService_27df85fc-2ccb-44eb-b81e-7f385855e3a5_bcc7c9f9-7fdf-4aff-906c-060b97436874","http://www.eharmonise/2014-03-12#activity","http://lariojaturismo.gnoss.com/items/activityType_3",
"http://lariojaturismo.gnoss.com/items/TouristService_27df85fc-2ccb-44eb-b81e-7f385855e3a5_bcc7c9f9-7fdf-4aff-906c-060b97436874","http://www.eharmonise/2014-03-12#activity","http://lariojaturismo.gnoss.com/items/activityType_4",
"http://lariojaturismo.gnoss.com/items/TouristService_3945667f-d936-49f2-9a67-c31f60265878_babb8eb1-45a7-4838-82a4-647304b9cb2b","http://www.eharmonise/2014-03-12#activity","http://lariojaturismo.gnoss.com/items/activityType_2",
"http://lariojaturismo.gnoss.com/items/TouristService_3945667f-d936-49f2-9a67-c31f60265878_babb8eb1-45a7-4838-82a4-647304b9cb2b","http://www.eharmonise/2014-03-12#activity","http://lariojaturismo.gnoss.com/items/activityType_3",
"http://lariojaturismo.gnoss.com/items/TouristService_3945667f-d936-49f2-9a67-c31f60265878_babb8eb1-45a7-4838-82a4-647304b9cb2b","http://www.eharmonise/2014-03-12#activity","http://lariojaturismo.gnoss.com/items/activityType_4",
"http://lariojaturismo.gnoss.com/items/TouristService_43bce5b2-96ab-4baa-ac12-ea8f9321cdd7_62a688a8-b0f2-4669-b6f8-2cf5fd2e5c0e","http://www.eharmonise/2014-03-12#activity","http://lariojaturismo.gnoss.com/items/activityType_19",
"http://lariojaturismo.gnoss.com/items/TouristService_45fe2ffe-3c57-4e4c-b27e-6c49569e0dbd_fda9bf23-b42d-44d3-9901-163bba8c3e98","http://www.eharmonise/2014-03-12#activity","http://lariojaturismo.gnoss.com/items/activityType_1",
"http://lariojaturismo.gnoss.com/items/TouristService_47ddeaf3-39f1-4d6b-b864-9b2c2aeb101a_effb832b-5ffd-4ba1-868e-f1a0193cd4ec","http://www.eharmonise/2014-03-12#activity","http://lariojaturismo.gnoss.com/items/activityType_5",
"http://lariojaturismo.gnoss.com/items/TouristService_5bfc935c-ba5f-43e4-953e-a2a968d497c2_883fd033-5342-4878-b7a8-03d3e5882eed","http://www.eharmonise/2014-03-12#activity","http://lariojaturismo.gnoss.com/items/activityType_1",
"http://lariojaturismo.gnoss.com/items/TouristService_5bfc935c-ba5f-43e4-953e-a2a968d497c2_883fd033-5342-4878-b7a8-03d3e5882eed","http://www.eharmonise/2014-03-12#activity","http://lariojaturismo.gnoss.com/items/activityType_4",
"http://lariojaturismo.gnoss.com/items/TouristService_5d52e5b9-cd70-4189-be2c-5219803d5cc1_e72657c7-fc5f-4cbf-b8a0-e8dcf873b61c","http://www.eharmonise/2014-03-12#activity","http://lariojaturismo.gnoss.com/items/activityType_6",
"http://lariojaturismo.gnoss.com/items/TouristService_5e662e03-9d7c-4463-b0e1-429b08cbce44_349e3cc9-6f6a-483d-94f2-c0ca40b00583","http://www.eharmonise/2014-03-12#activity","http://lariojaturismo.gnoss.com/items/activityType_12",
"http://lariojaturismo.gnoss.com/items/TouristService_6106c12d-6bfd-4676-83e5-9fadaeb4411c_59d06707-12c8-4469-be9c-c884f23098cf","http://www.eharmonise/2014-03-12#activity","http://lariojaturismo.gnoss.com/items/activityType_1",
"http://lariojaturismo.gnoss.com/items/TouristService_6106c12d-6bfd-4676-83e5-9fadaeb4411c_59d06707-12c8-4469-be9c-c884f23098cf","http://www.eharmonise/2014-03-12#activity","http://lariojaturismo.gnoss.com/items/activityType_4",
"http://lariojaturismo.gnoss.com/items/TouristService_03cd6dbb-73b9-4f45-9497-5b6c9aefd4ce_1226175b-bf23-418c-9224-baa7bcc4c1bc","http://www.eharmonise/2014-03-12#companyType","http://lariojaturismo.gnoss.com/items/companyType_1",
"http://lariojaturismo.gnoss.com/items/TouristService_04ed299e-cce7-4035-8db4-b0bcecadb129_1e635e56-b729-4369-8b2f-3b5bd4621975","http://www.eharmonise/2014-03-12#companyType","http://lariojaturismo.gnoss.com/items/companyType_1",
"http://lariojaturismo.gnoss.com/items/TouristService_052e8ce0-8e44-45ce-8fae-84f5affc6aee_94bf3573-2283-4ebb-8e6f-c65e91b34d6a","http://www.eharmonise/2014-03-12#companyType","http://lariojaturismo.gnoss.com/items/companyType_2",
"http://lariojaturismo.gnoss.com/items/TouristService_07ffab49-d5f2-477f-bf10-d3e85b82295c_dbb8b105-c95b-4001-a1b7-6de0dc065d17","http://www.eharmonise/2014-03-12#companyType","http://lariojaturismo.gnoss.com/items/companyType_1",
"http://lariojaturismo.gnoss.com/items/TouristService_0ad5a078-9f84-4a93-b5d7-7d839c3a0ab2_631f272b-008b-45ca-b1d2-89b6f2f9974c","http://www.eharmonise/2014-03-12#companyType","http://lariojaturismo.gnoss.com/items/companyType_1",
"http://lariojaturismo.gnoss.com/items/TouristService_0b77e46b-031d-4910-8f36-65b930dc5071_7a7f22b0-4d3b-45de-88aa-ee6781a8efec","http://www.eharmonise/2014-03-12#companyType","http://lariojaturismo.gnoss.com/items/companyType_1",
"http://lariojaturismo.gnoss.com/items/TouristService_0cec1d0c-76dc-4565-ace8-485a789bb7cf_ffab1268-2910-491c-9df4-2779c5687f97","http://www.eharmonise/2014-03-12#companyType","http://lariojaturismo.gnoss.com/items/companyType_1",
"http://lariojaturismo.gnoss.com/items/TouristService_0de0ae8b-14e0-4a41-8549-f6d09fa9371c_8ae22350-f509-4214-85df-52cee638ab7c","http://www.eharmonise/2014-03-12#companyType","http://lariojaturismo.gnoss.com/items/companyType_1",
"http://lariojaturismo.gnoss.com/items/TouristService_0e83a887-e87e-45b4-b370-85c26aded796_272e7063-be77-40b0-91ff-7f450a8424d2","http://www.eharmonise/2014-03-12#companyType","http://lariojaturismo.gnoss.com/items/companyType_1",
"http://lariojaturismo.gnoss.com/items/TouristService_10d2c6ed-a376-45b0-a61e-1d4f7d6d5ced_c0dd691a-fc82-4f88-afdc-146ef01c8f98","http://www.eharmonise/2014-03-12#companyType","http://lariojaturismo.gnoss.com/items/companyType_1",
"http://lariojaturismo.gnoss.com/items/TouristService_12b3db16-fde3-4030-a819-856c9cb7c958_f190873a-1821-445a-93e3-c3274105d8f0","http://www.eharmonise/2014-03-12#companyType","http://lariojaturismo.gnoss.com/items/companyType_1",
"http://lariojaturismo.gnoss.com/items/TouristService_13c4a984-6234-4813-a9e9-3deda6ac92bf_5795b56d-cd39-4b90-aa32-35c59caf4fbe","http://www.eharmonise/2014-03-12#companyType","http://lariojaturismo.gnoss.com/items/companyType_1",
"http://lariojaturismo.gnoss.com/items/TouristService_150081b0-f801-4f24-9da2-8408fab7fd79_26148e6d-4360-4913-94a7-3fe0154b938e","http://www.eharmonise/2014-03-12#companyType","http://lariojaturismo.gnoss.com/items/companyType_1",
"http://lariojaturismo.gnoss.com/items/TouristService_2c253e1b-95d6-47ba-a536-e89fe0fc4908_02af4504-17a0-4d72-9747-0de61aa349ee","http://www.eharmonise/2014-03-12#companyType","http://lariojaturismo.gnoss.com/items/companyType_1",
"http://lariojaturismo.gnoss.com/items/TouristService_2dd37171-2122-46eb-85db-168ff8607085_1bb99e07-5534-4fbb-af31-9b5a00b78c6a","http://www.eharmonise/2014-03-12#companyType","http://lariojaturismo.gnoss.com/items/companyType_1",
"http://lariojaturismo.gnoss.com/items/TouristService_301b2d10-87e4-4967-bfc9-415f69a0e572_88fa8f81-8434-4bff-a7b0-bfd638ced5a7","http://www.eharmonise/2014-03-12#companyType","http://lariojaturismo.gnoss.com/items/companyType_1",
"http://lariojaturismo.gnoss.com/items/TouristService_30707bd1-e268-4ec2-b604-07280f556340_bc5c20d1-6002-43f8-8f01-0eb8c2206fcf","http://www.eharmonise/2014-03-12#companyType","http://lariojaturismo.gnoss.com/items/companyType_1",
"http://lariojaturismo.gnoss.com/items/TouristService_309d4e13-deb6-49d9-9a25-ee723f4d77c5_1aba84c6-28db-4abe-99b0-601f58997664","http://www.eharmonise/2014-03-12#companyType","http://lariojaturismo.gnoss.com/items/companyType_2",
"http://lariojaturismo.gnoss.com/items/TouristService_314046d1-5d1f-4da5-9afa-b94b97259dff_171217ea-8ef8-4952-88f3-5536466d0cba","http://www.eharmonise/2014-03-12#companyType","http://lariojaturismo.gnoss.com/items/companyType_1",
"http://lariojaturismo.gnoss.com/items/TouristService_31c79f60-0f2b-4604-8ecb-6de1514f991b_b3810439-1161-4200-b708-f35c3c7f0dea","http://www.eharmonise/2014-03-12#companyType","http://lariojaturismo.gnoss.com/items/companyType_1",
"http://lariojaturismo.gnoss.com/items/TouristService_31c79f60-0f2b-4604-8ecb-6de1514f991b_b3810439-1161-4200-b708-f35c3c7f0dea","http://www.eharmonise/2014-03-12#companyType","http://lariojaturismo.gnoss.com/items/companyType_2",
"http://lariojaturismo.gnoss.com/items/TouristService_3352d55f-a128-41bc-bf3a-b7f8e62ac64f_4f856cb3-17d0-414e-a33f-e0e13a077598","http://www.eharmonise/2014-03-12#companyType","http://lariojaturismo.gnoss.com/items/companyType_1",
"http://lariojaturismo.gnoss.com/items/TouristService_4135de84-9180-47ab-a82f-ec838b6c60c3_f9e01c91-b6de-43dc-8ab0-90fe6e067f0d","http://www.eharmonise/2014-03-12#companyType","http://lariojaturismo.gnoss.com/items/companyType_1",
"http://lariojaturismo.gnoss.com/items/TouristService_41bb1283-451e-4175-9075-e5522d58d82b_832923ee-fbdd-4930-8736-19b58112a73a","http://www.eharmonise/2014-03-12#companyType","http://lariojaturismo.gnoss.com/items/companyType_1",
"http://lariojaturismo.gnoss.com/items/TouristService_4aa6352c-efb5-4750-9978-e1f9ec8483ac_56cb9972-0edc-4f6f-937b-4818597ea309","http://www.eharmonise/2014-03-12#companyType","http://lariojaturismo.gnoss.com/items/companyType_1",
"http://lariojaturismo.gnoss.com/items/TouristService_4d4f2b28-ab92-4bc3-b55c-0b06d08e2516_56512eb4-1a87-45ad-a4cd-acf379b9e70d","http://www.eharmonise/2014-03-12#companyType","http://lariojaturismo.gnoss.com/items/companyType_1",
"http://lariojaturismo.gnoss.com/items/TouristService_5148d75d-8a9c-4402-bd9a-471c8f2a8d12_fe0147b7-a60f-4af1-9d55-659369f3e692","http://www.eharmonise/2014-03-12#companyType","http://lariojaturismo.gnoss.com/items/companyType_1",
"http://lariojaturismo.gnoss.com/items/TouristService_559d1f6c-17f0-463b-9348-141124ac6c5c_f2269540-6e3b-4b9c-852c-48775b9a3fbf","http://www.eharmonise/2014-03-12#companyType","http://lariojaturismo.gnoss.com/items/companyType_1",
"http://lariojaturismo.gnoss.com/items/TouristService_5f6ffbee-6a13-42e2-9c7d-1d4fe1f05e8d_8ca1d52e-8fea-4ee1-b5b6-0712366340f3","http://www.eharmonise/2014-03-12#companyType","http://lariojaturismo.gnoss.com/items/companyType_1",
"http://lariojaturismo.gnoss.com/items/TouristService_60e9b2dd-37d9-4016-8e23-5046ed4fff6b_d9448dd7-6970-407c-848a-14b062c04dc7","http://www.eharmonise/2014-03-12#companyType","http://lariojaturismo.gnoss.com/items/companyType_1",
"http://lariojaturismo.gnoss.com/items/TouristService_6568001c-8758-4c01-a486-71780851d868_491742bb-9b8a-4461-ac91-acc96f1db553","http://www.eharmonise/2014-03-12#companyType","http://lariojaturismo.gnoss.com/items/companyType_1",
"http://lariojaturismo.gnoss.com/items/TouristService_656b4042-786c-4b69-8c72-363108067732_5b845f66-1d29-4e8f-a8de-df50c6af3bb1","http://www.eharmonise/2014-03-12#companyType","http://lariojaturismo.gnoss.com/items/companyType_1",
"http://lariojaturismo.gnoss.com/items/TouristService_670cc77a-21a3-4cb8-85a7-881718f8107d_550e1890-4bac-4f83-b439-6b88e1dfd841","http://www.eharmonise/2014-03-12#companyType","http://lariojaturismo.gnoss.com/items/companyType_1",
"http://lariojaturismo.gnoss.com/items/TouristService_670cc77a-21a3-4cb8-85a7-881718f8107d_550e1890-4bac-4f83-b439-6b88e1dfd841","http://www.eharmonise/2014-03-12#companyType","http://lariojaturismo.gnoss.com/items/companyType_2",
"http://lariojaturismo.gnoss.com/items/TouristService_67ca8a26-32a2-424f-9486-2a717ded6645_9a88c76c-f9c6-4824-9d47-1b61d1a598a1","http://www.eharmonise/2014-03-12#companyType","http://lariojaturismo.gnoss.com/items/companyType_1",
"http://lariojaturismo.gnoss.com/items/TouristService_6b29adab-9a20-4ce0-98c5-88ddb73fba93_dbfe4fe8-60cb-48d5-9a80-136dad7a401f","http://www.eharmonise/2014-03-12#companyType","http://lariojaturismo.gnoss.com/items/companyType_1",
"http://lariojaturismo.gnoss.com/items/TouristService_6c72bf2d-4943-4dfa-aaf2-2186c4feb8f8_db650a03-6a86-4731-8a8c-d270740fef35","http://www.eharmonise/2014-03-12#companyType","http://lariojaturismo.gnoss.com/items/companyType_1",
"http://lariojaturismo.gnoss.com/items/TouristService_03cd6dbb-73b9-4f45-9497-5b6c9aefd4ce_1226175b-bf23-418c-9224-baa7bcc4c1bc","http://www.eharmonise/2014-03-12#responsibleDirector","Mundo Tres, S.A.",""
"http://lariojaturismo.gnoss.com/items/TouristService_052e8ce0-8e44-45ce-8fae-84f5affc6aee_94bf3573-2283-4ebb-8e6f-c65e91b34d6a","http://www.eharmonise/2014-03-12#responsibleDirector","Ignacio Vizcaíno",""
"http://lariojaturismo.gnoss.com/items/TouristService_07ffab49-d5f2-477f-bf10-d3e85b82295c_dbb8b105-c95b-4001-a1b7-6de0dc065d17","http://www.eharmonise/2014-03-12#responsibleDirector","Stysol, S.L.",""
"http://lariojaturismo.gnoss.com/items/TouristService_0b77e46b-031d-4910-8f36-65b930dc5071_7a7f22b0-4d3b-45de-88aa-ee6781a8efec","http://www.eharmonise/2014-03-12#responsibleDirector","Viajes Halcón, S.A.",""
"http://lariojaturismo.gnoss.com/items/TouristService_0cec1d0c-76dc-4565-ace8-485a789bb7cf_ffab1268-2910-491c-9df4-2779c5687f97","http://www.eharmonise/2014-03-12#responsibleDirector","Huma Travel, S.A.",""
"http://lariojaturismo.gnoss.com/items/TouristService_0e83a887-e87e-45b4-b370-85c26aded796_272e7063-be77-40b0-91ff-7f450a8424d2","http://www.eharmonise/2014-03-12#responsibleDirector","Eroski Bidaiak, S.A.",""
"http://lariojaturismo.gnoss.com/items/TouristService_13c4a984-6234-4813-a9e9-3deda6ac92bf_5795b56d-cd39-4b90-aa32-35c59caf4fbe","http://www.eharmonise/2014-03-12#responsibleDirector","Viajes Ecuador, S.A.",""
"http://lariojaturismo.gnoss.com/items/TouristService_1689c473-813f-43b9-8c78-6a8433e9c88e_0f5b3cc5-ecf8-42d1-a383-12e652d2530b","http://www.eharmonise/2014-03-12#responsibleDirector","José R Cámara",""
"http://lariojaturismo.gnoss.com/items/TouristService_2c253e1b-95d6-47ba-a536-e89fe0fc4908_02af4504-17a0-4d72-9747-0de61aa349ee","http://www.eharmonise/2014-03-12#responsibleDirector","Viajes Ecuador, S.A.",""
"http://lariojaturismo.gnoss.com/items/TouristService_30707bd1-e268-4ec2-b604-07280f556340_bc5c20d1-6002-43f8-8f01-0eb8c2206fcf","http://www.eharmonise/2014-03-12#responsibleDirector","El Corte Inglés, S.A",""
"http://lariojaturismo.gnoss.com/items/TouristService_314046d1-5d1f-4da5-9afa-b94b97259dff_171217ea-8ef8-4952-88f3-5536466d0cba","http://www.eharmonise/2014-03-12#responsibleDirector","Viajes Halcón, S.A.",""
"http://lariojaturismo.gnoss.com/items/TouristService_31c79f60-0f2b-4604-8ecb-6de1514f991b_b3810439-1161-4200-b708-f35c3c7f0dea","http://www.eharmonise/2014-03-12#responsibleDirector","Travel Rioja, S.A.",""
"http://lariojaturismo.gnoss.com/items/TouristService_41bb1283-451e-4175-9075-e5522d58d82b_832923ee-fbdd-4930-8736-19b58112a73a","http://www.eharmonise/2014-03-12#responsibleDirector","Scala Vip, S.A.",""
"http://lariojaturismo.gnoss.com/items/TouristService_4d4f2b28-ab92-4bc3-b55c-0b06d08e2516_56512eb4-1a87-45ad-a4cd-acf379b9e70d","http://www.eharmonise/2014-03-12#responsibleDirector","Mercaviajes, S.L.",""
"http://lariojaturismo.gnoss.com/items/TouristService_5148d75d-8a9c-4402-bd9a-471c8f2a8d12_fe0147b7-a60f-4af1-9d55-659369f3e692","http://www.eharmonise/2014-03-12#responsibleDirector","Jesús García Mayoral",""
"http://lariojaturismo.gnoss.com/items/TouristService_559d1f6c-17f0-463b-9348-141124ac6c5c_f2269540-6e3b-4b9c-852c-48775b9a3fbf","http://www.eharmonise/2014-03-12#responsibleDirector","Ibercaja Viajes, S.A.",""
"http://lariojaturismo.gnoss.com/items/TouristService_60e9b2dd-37d9-4016-8e23-5046ed4fff6b_d9448dd7-6970-407c-848a-14b062c04dc7","http://www.eharmonise/2014-03-12#responsibleDirector","Guiatour Rioja, S.L.",""
"http://lariojaturismo.gnoss.com/items/TouristService_67ca8a26-32a2-424f-9486-2a717ded6645_9a88c76c-f9c6-4824-9d47-1b61d1a598a1","http://www.eharmonise/2014-03-12#responsibleDirector","Alea Viajes, S.A.",""
"http://lariojaturismo.gnoss.com/items/TouristService_6b29adab-9a20-4ce0-98c5-88ddb73fba93_dbfe4fe8-60cb-48d5-9a80-136dad7a401f","http://www.eharmonise/2014-03-12#responsibleDirector","Viajes Halcón, S.A.",""
"http://lariojaturismo.gnoss.com/items/TouristService_0282ddb7-1cd5-46a7-8976-2286e8917c4e_e85df59e-dc74-4da2-bf8c-2d18acf4d334","http://www.eharmonise/2014-03-12#serviceType","http://lariojaturismo.gnoss.com/items/serviceType_115",
"http://lariojaturismo.gnoss.com/items/TouristService_03cd6dbb-73b9-4f45-9497-5b6c9aefd4ce_1226175b-bf23-418c-9224-baa7bcc4c1bc","http://www.eharmonise/2014-03-12#serviceType","http://lariojaturismo.gnoss.com/items/serviceType_116",
"http://lariojaturismo.gnoss.com/items/TouristService_04ed299e-cce7-4035-8db4-b0bcecadb129_1e635e56-b729-4369-8b2f-3b5bd4621975","http://www.eharmonise/2014-03-12#serviceType","http://lariojaturismo.gnoss.com/items/serviceType_116",
"http://lariojaturismo.gnoss.com/items/TouristService_05091e11-479d-4b78-8a65-879b2220b66e_050743c2-3434-4646-a3eb-0801b0be6f9d","http://www.eharmonise/2014-03-12#serviceType","http://lariojaturismo.gnoss.com/items/serviceType_119",
"http://lariojaturismo.gnoss.com/items/TouristService_052e8ce0-8e44-45ce-8fae-84f5affc6aee_94bf3573-2283-4ebb-8e6f-c65e91b34d6a","http://www.eharmonise/2014-03-12#serviceType","http://lariojaturismo.gnoss.com/items/serviceType_116",
"http://lariojaturismo.gnoss.com/items/TouristService_07ffab49-d5f2-477f-bf10-d3e85b82295c_dbb8b105-c95b-4001-a1b7-6de0dc065d17","http://www.eharmonise/2014-03-12#serviceType","http://lariojaturismo.gnoss.com/items/serviceType_116",
"http://lariojaturismo.gnoss.com/items/TouristService_0a00e0ac-ef07-41a6-8af2-343526dc5e97_0145c78e-9a0f-4367-b896-316f4e1dc049","http://www.eharmonise/2014-03-12#serviceType","http://lariojaturismo.gnoss.com/items/serviceType_110",
"http://lariojaturismo.gnoss.com/items/TouristService_0ad5a078-9f84-4a93-b5d7-7d839c3a0ab2_631f272b-008b-45ca-b1d2-89b6f2f9974c","http://www.eharmonise/2014-03-12#serviceType","http://lariojaturismo.gnoss.com/items/serviceType_116",
"http://lariojaturismo.gnoss.com/items/TouristService_0b77e46b-031d-4910-8f36-65b930dc5071_7a7f22b0-4d3b-45de-88aa-ee6781a8efec","http://www.eharmonise/2014-03-12#serviceType","http://lariojaturismo.gnoss.com/items/serviceType_116",
"http://lariojaturismo.gnoss.com/items/TouristService_0cec1d0c-76dc-4565-ace8-485a789bb7cf_ffab1268-2910-491c-9df4-2779c5687f97","http://www.eharmonise/2014-03-12#serviceType","http://lariojaturismo.gnoss.com/items/serviceType_116",
"http://lariojaturismo.gnoss.com/items/TouristService_0de0ae8b-14e0-4a41-8549-f6d09fa9371c_8ae22350-f509-4214-85df-52cee638ab7c","http://www.eharmonise/2014-03-12#serviceType","http://lariojaturismo.gnoss.com/items/serviceType_116",
"http://lariojaturismo.gnoss.com/items/TouristService_0e83a887-e87e-45b4-b370-85c26aded796_272e7063-be77-40b0-91ff-7f450a8424d2","http://www.eharmonise/2014-03-12#serviceType","http://lariojaturismo.gnoss.com/items/serviceType_116",
"http://lariojaturismo.gnoss.com/items/TouristService_10d2c6ed-a376-45b0-a61e-1d4f7d6d5ced_c0dd691a-fc82-4f88-afdc-146ef01c8f98","http://www.eharmonise/2014-03-12#serviceType","http://lariojaturismo.gnoss.com/items/serviceType_116",
"http://lariojaturismo.gnoss.com/items/TouristService_12b3db16-fde3-4030-a819-856c9cb7c958_f190873a-1821-445a-93e3-c3274105d8f0","http://www.eharmonise/2014-03-12#serviceType","http://lariojaturismo.gnoss.com/items/serviceType_116",
"http://lariojaturismo.gnoss.com/items/TouristService_13c4a984-6234-4813-a9e9-3deda6ac92bf_5795b56d-cd39-4b90-aa32-35c59caf4fbe","http://www.eharmonise/2014-03-12#serviceType","http://lariojaturismo.gnoss.com/items/serviceType_116",
"http://lariojaturismo.gnoss.com/items/TouristService_150081b0-f801-4f24-9da2-8408fab7fd79_26148e6d-4360-4913-94a7-3fe0154b938e","http://www.eharmonise/2014-03-12#serviceType","http://lariojaturismo.gnoss.com/items/serviceType_116",
"http://lariojaturismo.gnoss.com/items/TouristService_1689c473-813f-43b9-8c78-6a8433e9c88e_0f5b3cc5-ecf8-42d1-a383-12e652d2530b","http://www.eharmonise/2014-03-12#serviceType","http://lariojaturismo.gnoss.com/items/serviceType_110",
"http://lariojaturismo.gnoss.com/items/TouristService_16e1cc10-721d-49fb-b4e4-070635a33cb9_2137be9b-b534-40aa-97fb-fa200822830f","http://www.eharmonise/2014-03-12#serviceType","http://lariojaturismo.gnoss.com/items/serviceType_115",
"http://lariojaturismo.gnoss.com/items/TouristService_1735bf9e-b7bc-4620-a362-158b6ffd4dbc_6070a195-0831-4846-8db1-52ff2c2c736a","http://www.eharmonise/2014-03-12#serviceType","http://lariojaturismo.gnoss.com/items/serviceType_115",
"http://lariojaturismo.gnoss.com/items/TouristService_1d19994d-6e98-4160-a372-fed5aedefde1_702ae93d-cfff-4440-97ee-05e9e6a83c88","http://www.eharmonise/2014-03-12#serviceType","http://lariojaturismo.gnoss.com/items/serviceType_119",
"http://lariojaturismo.gnoss.com/items/TouristService_23480c00-fd33-4527-be15-d5fbe7f6e60d_face7ecb-875d-4654-969e-8aa6270a4301","http://www.eharmonise/2014-03-12#serviceType","http://lariojaturismo.gnoss.com/items/serviceType_118",
"http://lariojaturismo.gnoss.com/items/TouristService_23924bc2-631a-4a3f-8170-d2788ff29642_9ef28bf9-441b-4fdd-9bd3-475b52385163","http://www.eharmonise/2014-03-12#serviceType","http://lariojaturismo.gnoss.com/items/serviceType_110",
"http://lariojaturismo.gnoss.com/items/TouristService_27df85fc-2ccb-44eb-b81e-7f385855e3a5_bcc7c9f9-7fdf-4aff-906c-060b97436874","http://www.eharmonise/2014-03-12#serviceType","http://lariojaturismo.gnoss.com/items/serviceType_110",
"http://lariojaturismo.gnoss.com/items/TouristService_2c253e1b-95d6-47ba-a536-e89fe0fc4908_02af4504-17a0-4d72-9747-0de61aa349ee","http://www.eharmonise/2014-03-12#serviceType","http://lariojaturismo.gnoss.com/items/serviceType_116",
"http://lariojaturismo.gnoss.com/items/TouristService_2dd37171-2122-46eb-85db-168ff8607085_1bb99e07-5534-4fbb-af31-9b5a00b78c6a","http://www.eharmonise/2014-03-12#serviceType","http://lariojaturismo.gnoss.com/items/serviceType_116",
"http://lariojaturismo.gnoss.com/items/TouristService_301b2d10-87e4-4967-bfc9-415f69a0e572_88fa8f81-8434-4bff-a7b0-bfd638ced5a7","http://www.eharmonise/2014-03-12#serviceType","http://lariojaturismo.gnoss.com/items/serviceType_116",
"http://lariojaturismo.gnoss.com/items/TouristService_30707bd1-e268-4ec2-b604-07280f556340_bc5c20d1-6002-43f8-8f01-0eb8c2206fcf","http://www.eharmonise/2014-03-12#serviceType","http://lariojaturismo.gnoss.com/items/serviceType_116",
"http://lariojaturismo.gnoss.com/items/TouristService_309d4e13-deb6-49d9-9a25-ee723f4d77c5_1aba84c6-28db-4abe-99b0-601f58997664","http://www.eharmonise/2014-03-12#serviceType","http://lariojaturismo.gnoss.com/items/serviceType_116",
"http://lariojaturismo.gnoss.com/items/TouristService_314046d1-5d1f-4da5-9afa-b94b97259dff_171217ea-8ef8-4952-88f3-5536466d0cba","http://www.eharmonise/2014-03-12#serviceType","http://lariojaturismo.gnoss.com/items/serviceType_116",
"http://lariojaturismo.gnoss.com/items/TouristService_31c79f60-0f2b-4604-8ecb-6de1514f991b_b3810439-1161-4200-b708-f35c3c7f0dea","http://www.eharmonise/2014-03-12#serviceType","http://lariojaturismo.gnoss.com/items/serviceType_116",
"http://lariojaturismo.gnoss.com/items/TouristService_3352d55f-a128-41bc-bf3a-b7f8e62ac64f_4f856cb3-17d0-414e-a33f-e0e13a077598","http://www.eharmonise/2014-03-12#serviceType","http://lariojaturismo.gnoss.com/items/serviceType_116",
"http://lariojaturismo.gnoss.com/items/TouristService_3945667f-d936-49f2-9a67-c31f60265878_babb8eb1-45a7-4838-82a4-647304b9cb2b","http://www.eharmonise/2014-03-12#serviceType","http://lariojaturismo.gnoss.com/items/serviceType_110",
"http://lariojaturismo.gnoss.com/items/TouristService_3c76a14d-c312-42fd-a373-abf94908db56_a35ac35e-8e17-49ae-ae13-28a6fa10782c","http://www.eharmonise/2014-03-12#serviceType","http://lariojaturismo.gnoss.com/items/serviceType_119",
